@RELATION gradientboosting_classifier
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {false,true}

@DATA
0.074545,0.006037,2.808562,0.137119,0.170449,0.438024,0.007718,0.098694,-29.902616,1.535743,-0.351066,0.107336,-0.187382,0.132789,-0.105931,0.070645,0.033883,-0.102466,0.003496,-0.042142,-0.047723,0.012048,0.007805,0.035477,0.010768,0.018248,0.006763,0.044348,0.003317,0.011114,0.014685,0.015628,0.006234,0.020402,0.064407,0.016995,0.418654,0.064451,0.051048,0.453617,0.004684,0.082289,3.684725,0.697255,0.835392,0.595448,0.433593,0.254116,0.289425,0.331582,0.227574,0.263453,0.270658,0.205519,0.238579,0.017037,0.007714,0.031021,0.014394,0.019949,0.006150,0.043490,0.005338,0.011690,0.011949,0.010942,0.007811,0.012444,true
0.083375,0.002849,2.917950,0.148855,0.203929,0.435433,0.015486,0.120069,-30.220280,1.825807,-0.411268,-0.362528,-0.228425,0.025318,-0.233718,-0.241482,-0.148657,-0.200859,-0.199690,-0.233330,-0.263637,0.021288,0.012230,0.037785,0.034795,0.014181,0.020038,0.016345,0.006058,0.005265,0.006527,0.017104,0.009135,0.025467,0.071601,0.008086,0.509021,0.076082,0.061033,0.480463,0.014770,0.153758,3.241781,1.089884,0.788004,0.565130,0.416377,0.331387,0.360571,0.289434,0.251620,0.260934,0.337492,0.322045,0.314599,0.022078,0.020101,0.040126,0.057086,0.016810,0.029816,0.019764,0.010775,0.004487,0.009088,0.022038,0.013057,0.018144,true
0.075691,0.002753,3.016515,0.143419,0.199163,0.422893,0.013949,0.107792,-30.120598,2.125843,-0.409838,0.296783,-0.059893,0.050614,-0.032591,-0.070871,-0.107727,-0.040174,-0.107313,-0.031783,-0.138258,0.025465,0.004778,0.022276,0.012655,0.011410,0.008181,0.016754,0.006491,0.010969,0.029608,0.038316,0.003754,0.022769,0.095049,0.008113,0.374405,0.084675,0.055181,0.612307,0.014013,0.140826,3.288293,0.996891,0.825751,0.413690,0.362276,0.364126,0.250403,0.231361,0.287788,0.255488,0.271488,0.268305,0.211004,0.037488,0.009531,0.031996,0.020468,0.010760,0.010147,0.022680,0.012324,0.012931,0.028608,0.037535,0.004420,0.014364,true
0.051070,0.002726,3.017911,0.129644,0.197216,0.279500,0.018059,0.064403,-29.913049,2.835348,-0.396269,-0.385294,-0.393648,0.066553,0.110046,0.089260,-0.023801,0.133221,-0.026638,0.039497,0.016052,0.015986,0.012094,0.019336,0.007576,0.013646,0.017190,0.029892,0.011393,0.017083,0.025139,0.010423,0.006948,0.022039,0.040110,0.007909,0.276630,0.053568,0.033054,0.382463,0.014292,0.062673,2.601239,0.936072,0.885135,0.350486,0.413643,0.355484,0.319958,0.288615,0.295996,0.238619,0.204394,0.180636,0.173372,0.024089,0.017026,0.021806,0.008947,0.020669,0.021913,0.027142,0.018030,0.019848,0.030594,0.013752,0.013240,0.011073,true
0.048895,0.002988,2.771044,0.120564,0.180616,0.295800,0.010478,0.069111,-28.688964,1.946521,-0.158346,-0.445082,-1.040148,0.099000,0.062303,0.030661,0.080495,0.072129,-0.061840,-0.013462,-0.170724,0.032481,0.014347,0.016017,0.009310,0.010127,0.018774,0.013773,0.005365,0.008510,0.012291,0.030723,0.020229,0.021317,0.031174,0.007359,0.511990,0.053249,0.048516,0.368741,0.005158,0.056962,2.607712,0.872389,0.867478,0.498989,0.552030,0.416867,0.337394,0.311414,0.308396,0.276311,0.264994,0.198630,0.188735,0.030790,0.018402,0.013936,0.009690,0.011203,0.030123,0.017253,0.009610,0.010698,0.014371,0.033847,0.022899,0.010337,true
0.084890,0.002930,2.790238,0.134974,0.185353,0.406873,0.011191,0.098403,-29.611828,2.228126,0.071894,-0.252892,-0.310251,0.129867,0.076291,0.082824,-0.045604,0.106930,-0.085090,0.069257,0.015534,0.023291,0.008759,0.036990,0.015739,0.018292,0.014743,0.018307,0.005128,0.013745,0.012240,0.016606,0.005741,0.018964,0.084660,0.008121,0.455767,0.074596,0.053792,0.560224,0.007237,0.147277,3.136014,1.209787,1.059956,0.459713,0.451780,0.409786,0.287257,0.332861,0.243914,0.226630,0.239707,0.204443,0.192062,0.025774,0.010877,0.028460,0.016856,0.018560,0.021832,0.022194,0.012361,0.019295,0.019064,0.021181,0.005709,0.011423,true
0.090857,0.002865,2.784110,0.142506,0.195986,0.375951,0.011196,0.095806,-29.672651,2.248349,-0.404436,-0.029814,-0.101222,0.024468,-0.097328,-0.167221,-0.207196,-0.124205,-0.156933,-0.173929,-0.234820,0.036470,0.006092,0.025628,0.026337,0.014555,0.012160,0.020976,0.008626,0.007116,0.013959,0.030074,0.005380,0.022113,0.101739,0.008083,0.548529,0.078365,0.064810,0.515830,0.007607,0.136237,3.321137,0.914662,0.903805,0.525508,0.389790,0.386949,0.313759,0.320889,0.288653,0.249036,0.309422,0.285697,0.223239,0.034726,0.007065,0.024376,0.039937,0.012261,0.013704,0.023829,0.016956,0.007605,0.014188,0.029572,0.005237,0.012898,true
0.058642,0.004509,2.810458,0.107187,0.162800,0.412451,0.009712,0.076167,-27.744199,1.036083,-0.625006,-0.741450,-0.458062,0.142728,-0.302772,-0.139229,-0.246398,0.055456,-0.199469,0.044387,-0.269516,0.013643,0.010546,0.009103,0.011718,0.009993,0.015712,0.026063,0.014144,0.016807,0.012675,0.013917,0.009372,0.016709,0.037382,0.009049,0.389939,0.041691,0.057336,0.304774,0.004723,0.033343,2.897213,1.039410,0.963329,0.509234,0.443986,0.494591,0.405279,0.414144,0.334616,0.307766,0.245142,0.207612,0.272113,0.015194,0.018965,0.008304,0.012186,0.008104,0.019475,0.032435,0.019875,0.024612,0.013302,0.013471,0.011565,0.009167,true
0.063860,0.004796,2.726297,0.119706,0.175015,0.363677,0.007913,0.081625,-28.003344,1.065525,-0.388020,-0.465339,-0.694128,0.028255,-0.222026,-0.102425,-0.089375,-0.027126,-0.094985,0.136181,-0.030185,0.016012,0.006524,0.009858,0.014259,0.012841,0.017968,0.013978,0.005036,0.009021,0.016453,0.016338,0.006691,0.012636,0.034468,0.010186,0.466162,0.051843,0.063738,0.247120,0.003951,0.026853,3.222688,0.955820,0.730338,0.454380,0.473524,0.389504,0.333199,0.305599,0.335994,0.221010,0.265260,0.270326,0.202660,0.017089,0.009212,0.010568,0.014901,0.012351,0.023381,0.015377,0.007907,0.008520,0.015705,0.013359,0.005212,0.006382,true
0.180290,0.002345,3.024826,0.257089,0.269371,0.942372,0.002653,0.191889,-30.689534,1.835817,0.109480,0.090370,-0.115023,-0.123475,-0.134837,-0.163049,-0.117510,-0.121594,-0.027188,-0.024042,-0.039451,0.024708,0.004645,0.024593,0.020797,0.019054,0.017991,0.029233,0.004425,0.011140,0.014896,0.021223,0.005855,0.014714,0.067476,0.008077,0.259717,0.053167,0.033631,0.382839,0.002099,0.096761,1.929123,0.433274,0.488642,0.189213,0.244911,0.235839,0.159847,0.160458,0.149197,0.146390,0.215204,0.148493,0.154275,0.018114,0.003688,0.014820,0.019327,0.011429,0.014298,0.018078,0.007078,0.009197,0.010865,0.010023,0.003808,0.004952,true
0.087335,0.002805,2.829838,0.136582,0.182389,0.393488,0.009776,0.103389,-29.794461,2.133853,-0.050400,-0.260683,-0.481815,0.343795,-0.009395,0.088420,-0.135527,0.103366,-0.122656,0.103821,0.013365,0.024197,0.008139,0.030280,0.016671,0.011736,0.020506,0.015607,0.003553,0.021256,0.005275,0.010839,0.009598,0.018064,0.086277,0.008076,0.466435,0.075618,0.047306,0.482008,0.005977,0.126277,3.102590,1.029057,0.861011,0.418006,0.443299,0.384450,0.409988,0.312819,0.273461,0.257458,0.263698,0.190714,0.184369,0.025999,0.012094,0.022744,0.021015,0.010171,0.029664,0.017532,0.007201,0.027547,0.006504,0.010555,0.015973,0.010755,true
0.069133,0.003129,2.796009,0.126375,0.179842,0.332202,0.012046,0.078792,-29.114885,2.125309,-0.305585,0.059526,-0.323909,0.184832,0.036181,-0.115302,-0.067905,-0.084929,-0.109510,0.019767,-0.118876,0.028799,0.006545,0.015739,0.011291,0.012633,0.011334,0.012193,0.004105,0.010709,0.021912,0.035284,0.005460,0.017327,0.066322,0.008502,0.572485,0.056723,0.042578,0.454878,0.007156,0.072393,2.871962,1.280174,0.864408,0.501065,0.392580,0.418746,0.305695,0.288293,0.223899,0.222062,0.238250,0.234799,0.260891,0.029548,0.009001,0.016334,0.011769,0.012365,0.012671,0.012617,0.006726,0.013796,0.021231,0.033052,0.004122,0.010167,true
0.138558,0.002579,3.024290,0.206911,0.241783,0.837022,0.010610,0.234389,-32.365070,1.743037,-0.324461,-0.291760,-0.255535,0.125734,0.082295,0.076526,0.106505,0.103368,0.024404,0.088777,-0.043221,0.017366,0.007230,0.013418,0.011179,0.016718,0.009225,0.031686,0.004907,0.005903,0.013507,0.018131,0.009644,0.016374,0.112309,0.007994,0.327172,0.093082,0.056831,0.735639,0.010266,0.236223,3.258809,1.480690,0.656998,0.402252,0.374060,0.372872,0.323619,0.253597,0.237556,0.188324,0.229623,0.162005,0.165146,0.023375,0.014084,0.017937,0.018760,0.020052,0.009254,0.035708,0.007771,0.007100,0.018370,0.020822,0.015645,0.013126,true
0.091302,0.002782,2.753448,0.141296,0.198244,0.351649,0.012725,0.076417,-30.415735,2.567263,-0.246836,-0.234533,-0.355267,0.068774,0.182845,0.171256,0.098408,0.144290,0.000074,-0.011100,-0.061673,0.017147,0.011926,0.020002,0.012236,0.020538,0.010327,0.028998,0.006425,0.010198,0.011175,0.019524,0.014407,0.017772,0.090091,0.008197,0.568306,0.071303,0.061753,0.490343,0.007448,0.087710,2.976081,1.023315,0.786317,0.411572,0.512189,0.349304,0.313984,0.292887,0.298514,0.235607,0.202577,0.198150,0.189604,0.019810,0.021800,0.024600,0.013610,0.018972,0.011286,0.022772,0.010355,0.013006,0.010406,0.024635,0.020482,0.010489,true
0.071050,0.002752,2.937320,0.130830,0.173308,0.394816,0.012036,0.088569,-29.462856,2.192796,-0.031889,-0.125589,-0.141305,0.145060,-0.050329,-0.058540,-0.129233,-0.088941,-0.089464,-0.023614,-0.164645,0.031547,0.003346,0.017420,0.012014,0.011449,0.014977,0.017447,0.003976,0.006162,0.021894,0.038194,0.009887,0.020837,0.068632,0.007298,0.496027,0.057667,0.040576,0.453516,0.007980,0.082086,2.751476,1.079308,1.047607,0.579912,0.414699,0.429561,0.283158,0.279271,0.269703,0.272153,0.234729,0.213217,0.280173,0.032885,0.003688,0.021819,0.015605,0.011874,0.021807,0.021512,0.006877,0.010028,0.019878,0.034112,0.014662,0.010711,true
0.145255,0.003443,2.866234,0.199785,0.224115,0.894927,0.007979,0.254653,-30.959529,1.575590,-0.099041,-0.312034,-0.243835,0.234800,0.165559,-0.053815,-0.059608,0.074321,-0.056366,0.118021,-0.044170,0.012180,0.007037,0.023539,0.011200,0.011943,0.017634,0.019632,0.006705,0.008069,0.008043,0.014321,0.005760,0.012656,0.121542,0.008831,0.468089,0.115011,0.077045,0.812643,0.006088,0.265722,4.281997,1.089287,0.817817,0.423245,0.398798,0.462078,0.350839,0.256310,0.260875,0.241862,0.196863,0.189250,0.167490,0.013006,0.010217,0.023144,0.015960,0.011535,0.026454,0.022991,0.011904,0.008504,0.008919,0.014582,0.005206,0.009861,true
0.155016,0.002725,2.908730,0.222979,0.254979,0.801080,0.003566,0.219778,-31.263510,1.790460,-0.153191,-0.038439,-0.215423,-0.089948,-0.070790,-0.119867,-0.133749,-0.063289,-0.047827,-0.035063,-0.014922,0.015840,0.004468,0.020897,0.026305,0.015637,0.018812,0.027279,0.004764,0.010251,0.013707,0.019576,0.005306,0.014078,0.095814,0.008871,0.491301,0.080651,0.061682,0.600757,0.002578,0.226881,3.445927,0.828523,0.589142,0.295613,0.270502,0.265844,0.215608,0.172495,0.196754,0.204633,0.202929,0.156665,0.151678,0.011519,0.003324,0.011828,0.025027,0.009575,0.015470,0.021913,0.006826,0.008151,0.011392,0.013643,0.003380,0.007355,true
0.154912,0.004087,2.772446,0.192653,0.221294,0.694649,0.007278,0.236361,-30.580814,0.941317,-0.898561,-0.423391,-0.543089,-0.061471,-0.204020,-0.045968,-0.101396,0.046489,-0.049004,0.028770,0.002337,0.014723,0.007072,0.011203,0.013578,0.011314,0.013175,0.021262,0.005633,0.011029,0.009460,0.013527,0.009210,0.011247,0.105643,0.009979,0.493194,0.099769,0.074209,0.615771,0.003796,0.236201,4.027307,1.226505,0.763014,0.474807,0.509701,0.413961,0.401517,0.255075,0.276178,0.260114,0.229574,0.227358,0.237738,0.016571,0.008165,0.011235,0.015854,0.009885,0.010945,0.028323,0.008685,0.013038,0.009604,0.011121,0.009132,0.008183,true
0.183340,0.003958,2.932862,0.235052,0.240306,1.029329,0.005910,0.364667,-31.643687,0.566259,-0.393177,-0.471931,-0.549481,-0.151571,-0.245566,0.112527,-0.088586,-0.023681,0.068236,-0.080849,0.006553,0.008534,0.006001,0.012937,0.014307,0.009378,0.008303,0.025782,0.005714,0.005074,0.007898,0.016980,0.007077,0.012395,0.102382,0.007959,0.381502,0.083525,0.062788,0.555572,0.003670,0.215405,3.360141,0.843973,0.889074,0.420088,0.491267,0.391148,0.316832,0.365953,0.279358,0.222285,0.231836,0.213329,0.164288,0.008294,0.004616,0.012364,0.014742,0.006852,0.007210,0.040270,0.008809,0.004599,0.006615,0.016570,0.005734,0.011294,true
0.081444,0.002717,2.870077,0.133398,0.192038,0.411312,0.010215,0.110778,-29.746985,2.101510,-0.243826,-0.273646,-0.282158,0.270015,0.120773,0.087296,-0.073658,0.057078,-0.083518,0.098330,0.089908,0.014300,0.005015,0.033271,0.019194,0.018726,0.013728,0.018417,0.009041,0.007444,0.015341,0.022919,0.005756,0.017853,0.083264,0.007978,0.416557,0.081399,0.060423,0.495932,0.005507,0.155169,3.141038,1.077093,0.935483,0.511709,0.591639,0.377228,0.353091,0.333750,0.226095,0.206687,0.290734,0.183308,0.190564,0.012448,0.007235,0.027945,0.021740,0.020030,0.017488,0.021602,0.014002,0.006886,0.021243,0.025755,0.006557,0.009660,true
0.190024,0.002469,2.829707,0.261476,0.280695,0.974023,0.009684,0.377708,-33.578087,1.971419,0.101466,0.229846,-0.056589,0.180724,0.080085,0.062743,0.069696,0.073898,0.014218,0.041824,-0.036863,0.014641,0.004031,0.029659,0.011361,0.018850,0.010170,0.046821,0.003896,0.006570,0.013426,0.031148,0.004647,0.018333,0.113971,0.007975,0.488482,0.085491,0.054278,0.647397,0.010635,0.258891,2.768071,0.919639,0.647607,0.294633,0.363682,0.260660,0.206847,0.239876,0.177207,0.176804,0.187124,0.173418,0.158334,0.012117,0.003442,0.025660,0.010002,0.013949,0.010251,0.041847,0.007009,0.006795,0.012982,0.025131,0.003637,0.012143,true
0.053849,0.002643,2.863175,0.109380,0.192020,0.188333,0.013138,0.044972,-29.852388,3.171345,-0.216173,-0.544849,-0.465569,0.155003,0.133427,0.171997,0.055598,0.170631,-0.073357,0.152421,0.039471,0.008776,0.003721,0.037478,0.030356,0.030870,0.010278,0.015309,0.003727,0.005734,0.030562,0.023070,0.008300,0.020991,0.046246,0.008106,0.427287,0.041970,0.037443,0.348858,0.006899,0.053768,2.233141,0.770536,0.767324,0.423812,0.373476,0.374639,0.349538,0.302756,0.249453,0.224180,0.208148,0.207387,0.186150,0.009767,0.004436,0.029457,0.024510,0.017045,0.013980,0.015297,0.007478,0.009429,0.028857,0.022666,0.008601,0.008632,true
0.075101,0.002629,2.926300,0.136141,0.200615,0.386301,0.014137,0.087847,-30.342693,2.638515,-0.034579,-0.397107,-0.329558,0.053580,0.023403,0.056768,0.065911,0.149874,-0.033191,-0.018532,-0.097020,0.020621,0.013390,0.012359,0.015007,0.020706,0.012391,0.025980,0.005005,0.010703,0.014394,0.020004,0.017910,0.018880,0.085707,0.007887,0.450175,0.075082,0.051245,0.607788,0.008427,0.139681,2.945757,1.073741,0.873639,0.500703,0.458354,0.415240,0.339794,0.302724,0.246731,0.243894,0.218331,0.202369,0.241486,0.022722,0.021314,0.013431,0.022365,0.020301,0.012461,0.018742,0.008191,0.014299,0.018288,0.022785,0.027922,0.009962,true
0.110004,0.002713,3.027642,0.189595,0.235810,0.611432,0.011206,0.202833,-31.159210,2.181724,-0.264212,-0.272557,-0.406836,0.218178,0.100737,0.133913,0.090638,0.082546,0.022165,0.044173,-0.023865,0.015360,0.015594,0.026397,0.012409,0.016095,0.014716,0.036482,0.004775,0.009158,0.019333,0.017680,0.005982,0.021670,0.103008,0.008144,0.242024,0.101915,0.062021,0.668490,0.008363,0.219900,3.652543,1.245964,0.698887,0.448517,0.429581,0.313840,0.254553,0.294176,0.229625,0.212889,0.218396,0.183565,0.161884,0.024604,0.025055,0.027906,0.013499,0.017312,0.022557,0.035540,0.008016,0.013397,0.021050,0.021858,0.007718,0.012416,true
0.056489,0.002770,2.961941,0.121102,0.199545,0.233063,0.016093,0.059583,-29.862348,2.581623,-0.308517,-0.302843,-0.542054,0.096254,-0.034374,0.079032,0.031477,0.132180,-0.027590,0.062694,-0.061221,0.015635,0.010526,0.014216,0.012803,0.015890,0.010828,0.031336,0.004973,0.013035,0.021976,0.020401,0.018922,0.021253,0.068174,0.008009,0.526237,0.063386,0.049964,0.420634,0.011889,0.103036,2.787930,1.147595,0.898609,0.433355,0.483448,0.456121,0.385752,0.297997,0.263034,0.266625,0.233002,0.163824,0.247148,0.020963,0.017817,0.017151,0.016459,0.019343,0.012117,0.036842,0.009410,0.016710,0.026360,0.021035,0.027347,0.012908,true
0.161408,0.002797,2.783219,0.206401,0.217243,0.731615,0.012090,0.208042,-31.957395,1.899471,0.107327,-0.055380,-0.064162,0.094970,-0.060048,-0.090345,-0.067152,-0.090134,-0.064491,-0.070172,-0.080841,0.020023,0.002823,0.025155,0.025265,0.016394,0.010278,0.024199,0.005630,0.005451,0.010792,0.027765,0.003988,0.019434,0.127686,0.008224,0.624982,0.106721,0.059815,0.770734,0.012029,0.241653,3.766275,1.323506,0.944961,0.435502,0.434794,0.352521,0.244407,0.251339,0.270793,0.271392,0.261402,0.218611,0.218275,0.028251,0.002741,0.031169,0.035846,0.020436,0.012093,0.025904,0.011268,0.006490,0.011283,0.029444,0.004863,0.015376,true
0.210060,0.004433,2.922429,0.247339,0.249638,1.105861,0.006747,0.413264,-32.214805,0.502645,-0.866939,-0.423363,-0.426525,-0.173673,-0.068995,-0.008671,-0.024118,0.018334,-0.044541,0.020638,-0.110963,0.010938,0.010786,0.009895,0.007918,0.007110,0.006834,0.023843,0.006697,0.008088,0.007262,0.009906,0.005861,0.010632,0.125313,0.008997,0.421574,0.106506,0.075744,0.638602,0.004497,0.269905,3.852163,0.941766,0.779788,0.413048,0.380359,0.310502,0.309006,0.285424,0.246237,0.173886,0.218284,0.192454,0.202179,0.014940,0.012902,0.009240,0.009417,0.005527,0.006060,0.034389,0.008639,0.007232,0.006077,0.010552,0.005014,0.010739,true
0.060852,0.003596,2.844938,0.123541,0.181160,0.310775,0.013304,0.083389,-28.806099,2.009680,0.199643,-0.353412,-0.900049,0.015113,0.029825,0.098099,0.030107,-0.075843,-0.026279,-0.000427,-0.110884,0.021449,0.010497,0.026853,0.012483,0.014789,0.017317,0.018482,0.003760,0.008257,0.012915,0.030886,0.011312,0.019712,0.049328,0.008223,0.420488,0.063480,0.057671,0.371629,0.010174,0.093107,2.871125,0.734311,0.923106,0.443122,0.694934,0.396140,0.493162,0.360894,0.289100,0.225700,0.182875,0.220273,0.187615,0.022986,0.015728,0.026167,0.015663,0.018376,0.021454,0.020127,0.007842,0.012671,0.011127,0.027464,0.013588,0.008498,true
0.071759,0.005076,2.707165,0.130762,0.197984,0.276704,0.009381,0.066153,-28.612235,1.474353,-0.598227,-0.428386,-0.723576,0.017741,-0.206465,-0.104381,-0.086291,-0.010835,-0.104827,-0.011503,-0.023412,0.015767,0.017542,0.014281,0.014020,0.011507,0.026177,0.022270,0.005026,0.010541,0.009415,0.016460,0.007280,0.016581,0.051518,0.009501,0.598500,0.054113,0.067041,0.212985,0.005114,0.024888,3.434209,0.891274,0.800927,0.522981,0.521797,0.430836,0.298071,0.302137,0.266132,0.278777,0.213558,0.228812,0.236196,0.017388,0.021867,0.013970,0.016526,0.018134,0.023369,0.023164,0.007729,0.010844,0.008385,0.017245,0.006892,0.009261,true
0.072294,0.002662,2.912020,0.140361,0.200035,0.432290,0.014508,0.084875,-30.385638,2.651301,-0.276429,-0.338219,-0.301065,0.092707,0.179857,0.020185,0.076520,0.206501,-0.028643,0.072204,-0.037104,0.022085,0.005387,0.011413,0.012851,0.026850,0.014329,0.028377,0.006902,0.009151,0.015429,0.017643,0.017555,0.018651,0.055060,0.008097,0.374390,0.056945,0.046786,0.480403,0.009230,0.083757,2.853135,0.938786,0.884727,0.332171,0.411723,0.327307,0.332627,0.282331,0.252238,0.245264,0.209744,0.233514,0.173877,0.023448,0.006913,0.011281,0.017534,0.022925,0.015050,0.025012,0.014438,0.017447,0.020693,0.018584,0.021674,0.010075,true
0.099069,0.003605,2.857199,0.216023,0.249863,0.638774,0.006450,0.206764,-30.274748,1.610550,-0.272817,-0.187337,-0.557680,-0.013001,0.028863,-0.038299,0.070989,0.047000,-0.029799,-0.010415,-0.148898,0.027375,0.009452,0.014226,0.014366,0.010211,0.011936,0.036606,0.005654,0.008221,0.010123,0.015879,0.012385,0.018698,0.065075,0.008951,0.491066,0.088296,0.059201,0.479101,0.005391,0.170670,3.498107,1.081451,0.705152,0.465667,0.430848,0.346279,0.273496,0.277271,0.266464,0.223954,0.232011,0.207719,0.233416,0.025232,0.009599,0.012710,0.015211,0.008618,0.016975,0.024144,0.008979,0.008229,0.012892,0.015446,0.015296,0.007481,true
0.096589,0.002912,2.956701,0.154827,0.197756,0.599650,0.013961,0.126806,-30.704253,2.380726,-0.387276,-0.309660,-0.332049,0.006742,0.262932,0.095208,0.158301,0.059800,-0.002929,0.068738,-0.028339,0.020163,0.018529,0.013667,0.011805,0.019610,0.018339,0.020939,0.003314,0.005117,0.008976,0.014753,0.010797,0.016961,0.091632,0.008447,0.376714,0.079608,0.046721,0.708620,0.011742,0.145395,3.416267,1.444361,0.727217,0.449075,0.425186,0.368213,0.308122,0.241777,0.228687,0.198579,0.209046,0.175086,0.177473,0.020711,0.031280,0.017318,0.019034,0.020122,0.023806,0.015744,0.006725,0.005747,0.009041,0.018203,0.015366,0.011536,true
0.098089,0.002873,2.800450,0.160988,0.212535,0.429298,0.008812,0.115389,-30.328677,2.121009,0.123814,-0.167108,-0.419183,0.280454,-0.034093,0.030277,-0.084956,0.092027,0.004353,0.007398,0.018915,0.022757,0.007207,0.042170,0.015133,0.016618,0.013258,0.020676,0.004864,0.014015,0.009968,0.017122,0.008792,0.018617,0.119559,0.008241,0.489393,0.095736,0.070760,0.587334,0.006163,0.182561,3.674561,0.937215,0.834717,0.449447,0.504382,0.308351,0.360723,0.254969,0.290977,0.235960,0.247293,0.180876,0.207009,0.023092,0.011424,0.033672,0.016501,0.014458,0.017497,0.021244,0.008628,0.016215,0.011245,0.017168,0.013262,0.010265,true
0.212866,0.004216,2.978616,0.273849,0.265553,1.160818,0.005459,0.432167,-32.645077,1.212617,-0.197117,-0.193285,-0.367245,0.151457,-0.057705,-0.000399,0.066422,0.048080,0.044205,0.095171,-0.040594,0.015271,0.004816,0.022762,0.009595,0.011513,0.009809,0.031382,0.005293,0.008096,0.008149,0.020072,0.007006,0.013639,0.112540,0.008839,0.312331,0.078450,0.044146,0.653803,0.003657,0.205171,2.825266,1.129341,0.771630,0.418868,0.435711,0.339197,0.270979,0.231191,0.192973,0.184064,0.189516,0.147048,0.157271,0.013979,0.003729,0.021506,0.009241,0.012387,0.008971,0.039138,0.008944,0.009760,0.007236,0.016475,0.008433,0.012402,true
0.098576,0.003881,2.783010,0.152353,0.185760,0.640943,0.007807,0.171556,-29.137746,0.594075,-0.146737,-0.581921,-0.631387,-0.124374,-0.190568,-0.136677,-0.086971,0.027846,-0.106265,-0.028224,-0.085354,0.014286,0.007154,0.010599,0.013168,0.009514,0.009153,0.018957,0.004764,0.006808,0.013404,0.017689,0.011153,0.013147,0.054568,0.007266,0.431448,0.062089,0.061756,0.462478,0.005414,0.126029,3.238042,1.060522,0.797746,0.417080,0.592073,0.389376,0.339424,0.297222,0.316714,0.261372,0.278293,0.232493,0.196353,0.014906,0.008398,0.010490,0.014987,0.009193,0.011653,0.026880,0.006864,0.008412,0.017447,0.016637,0.010378,0.008605,true
0.138009,0.002347,2.972987,0.228794,0.261567,0.695025,0.003942,0.144861,-31.382659,2.123075,0.180399,0.130311,-0.091610,-0.084118,-0.075929,-0.124175,-0.102399,-0.068518,-0.014249,-0.053068,-0.002452,0.018422,0.003433,0.028865,0.020379,0.023947,0.015978,0.034193,0.004179,0.010876,0.018195,0.029408,0.005416,0.016362,0.073336,0.008183,0.341491,0.069979,0.050798,0.439156,0.003103,0.123406,2.856102,0.530876,0.536856,0.213174,0.264154,0.236329,0.175231,0.183904,0.181342,0.178215,0.174150,0.168244,0.149764,0.012573,0.002539,0.022249,0.014801,0.015792,0.013278,0.018675,0.006850,0.010355,0.014003,0.015807,0.003610,0.005060,true
